0,0,0,0,0,0,0
0.2,0.588,0.399,0.271,0.184,0.125,0.085
0.4,0.951,0.646,0.439,0.298,0.202,0.138
0.6,0.951,0.646,0.439,0.298,0.202,0.138
0.8,0.588,0.399,0.271,0.184,0.125,0.085
1,0,0,0,0,0,0
