-2.0000,-0.0149,0.0036
-1.9900,-0.0148,0.0060
-1.9800,-0.0144,0.0060
-1.9700,-0.0135,0.0037
-1.9600,-0.0123,-0.0002
-1.9500,-0.0108,-0.0040
-1.9400,-0.0089,-0.0063
-1.9300,-0.0068,-0.0062
-1.9200,-0.0044,-0.0036
-1.9100,-0.0019,0.0005
-1.9000,0.0008,0.0045
-1.8900,0.0035,0.0067
-1.8800,0.0062,0.0064
-1.8700,0.0088,0.0034
-1.8600,0.0112,-0.0009
-1.8500,0.0135,-0.0050
-1.8400,0.0154,-0.0072
-1.8300,0.0170,-0.0065
-1.8200,0.0183,-0.0033
-1.8100,0.0190,0.0014
-1.8000,0.0194,0.0056
-1.7900,0.0192,0.0076
-1.7800,0.0186,0.0067
-1.7700,0.0174,0.0031
-1.7600,0.0158,-0.0019
-1.7500,0.0137,-0.0062
-1.7400,0.0112,-0.0081
-1.7300,0.0084,-0.0068
-1.7200,0.0052,-0.0028
-1.7100,0.0018,0.0024
-1.7000,-0.0018,0.0068
-1.6900,-0.0054,0.0086
-1.6800,-0.0091,0.0070
-1.6700,-0.0126,0.0026
-1.6600,-0.0159,-0.0030
-1.6500,-0.0189,-0.0075
-1.6400,-0.0216,-0.0092
-1.6300,-0.0238,-0.0072
-1.6200,-0.0254,-0.0023
-1.6100,-0.0265,0.0037
-1.6000,-0.0269,0.0084
-1.5900,-0.0266,0.0098
-1.5800,-0.0257,0.0074
-1.5700,-0.0240,0.0019
-1.5600,-0.0217,-0.0045
-1.5500,-0.0186,-0.0093
-1.5400,-0.0150,-0.0105
-1.5300,-0.0108,-0.0076
-1.5200,-0.0062,-0.0015
-1.5100,-0.0012,0.0054
-1.5000,0.0041,0.0104
-1.4900,0.0095,0.0114
-1.4800,0.0149,0.0078
-1.4700,0.0201,0.0010
-1.4600,0.0251,-0.0065
-1.4500,0.0297,-0.0117
-1.4400,0.0337,-0.0124
-1.4300,0.0370,-0.0081
-1.4200,0.0396,-0.0004
-1.4100,0.0412,0.0078
-1.4000,0.0418,0.0132
-1.3900,0.0413,0.0136
-1.3800,0.0397,0.0085
-1.3700,0.0369,-0.0003
-1.3600,0.0330,-0.0094
-1.3500,0.0279,-0.0152
-1.3400,0.0218,-0.0151
-1.3300,0.0147,-0.0089
-1.3200,0.0067,0.0013
-1.3100,-0.0020,0.0115
-1.3000,-0.0113,0.0177
-1.2900,-0.0209,0.0171
-1.2800,-0.0307,0.0094
-1.2700,-0.0403,-0.0026
-1.2600,-0.0496,-0.0144
-1.2500,-0.0583,-0.0212
-1.2400,-0.0660,-0.0198
-1.2300,-0.0725,-0.0101
-1.2200,-0.0775,0.0045
-1.2100,-0.0808,0.0186
-1.2000,-0.0819,0.0262
