0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan
1.005025125628140753e-01,7.938583332639425061e-01,1.005025125628140753e-01,8.823299667508921473e-01,1.005025125628140753e-01,9.450340322392699610e-01,1.005025125628140753e-01,9.835473479494756255e-01,1.005025125628140753e-01,1.000130647229043657e+00,1.005025125628140753e-01,9.974764049394970744e-01,1.005025125628140753e-01,9.784954335743322185e-01,1.005025125628140753e-01,9.461438337436867130e-01,1.005025125628140753e-01,9.032891030041313440e-01,1.005025125628140753e-01,8.526123048814209238e-01,1.005025125628140753e-01,7.965420329275183509e-01
2.010050251256281506e-01,7.818202843653633272e-01,2.010050251256281506e-01,8.711867526417526042e-01,2.010050251256281506e-01,9.348077161377011945e-01,2.010050251256281506e-01,9.742369439665978792e-01,2.010050251256281506e-01,9.917165965315454246e-01,2.010050251256281506e-01,9.899247226737857286e-01,2.010050251256281506e-01,9.717614399138002623e-01,2.010050251256281506e-01,9.401754227846222944e-01,2.010050251256281506e-01,8.980295349853409936e-01,2.010050251256281506e-01,8.480025311225555251e-01,2.010050251256281506e-01,7.925225799559572071e-01
3.015075376884422398e-01,7.618919051758143990e-01,3.015075376884422398e-01,8.527319050699625480e-01,3.015075376884422398e-01,9.178650582472094310e-01,3.015075376884422398e-01,9.588066189835572350e-01,3.015075376884422398e-01,9.777676746060531832e-01,3.015075376884422398e-01,9.774021012850251378e-01,3.015075376884422398e-01,9.605920571109697326e-01,3.015075376884422398e-01,9.302737048691341881e-01,3.015075376884422398e-01,8.893020533100495228e-01,3.015075376884422398e-01,8.403518827080087572e-01,3.015075376884422398e-01,7.858505352350357853e-01
4.020100502512563012e-01,7.342743179955397714e-01,4.020100502512563012e-01,8.271399938746608616e-01,4.020100502512563012e-01,8.943568689105995118e-01,4.020100502512563012e-01,9.373860721367472948e-01,4.020100502512563012e-01,9.583949447372537289e-01,4.020100502512563012e-01,9.600032534448573740e-01,4.020100502512563012e-01,9.450677341384329244e-01,4.020100502512563012e-01,9.165067527236636646e-01,4.020100502512563012e-01,8.771640467151882170e-01,4.020100502512563012e-01,8.297085696754757933e-01,4.020100502512563012e-01,7.765662594143447617e-01
5.025125628140704181e-01,6.992462465786425385e-01,5.025125628140704181e-01,7.946530407302901944e-01,5.025125628140704181e-01,8.644923062090257293e-01,5.025125628140704181e-01,9.101552433970258038e-01,5.025125628140704181e-01,9.337525407224075424e-01,5.025125628140704181e-01,9.378596601694570989e-01,5.025125628140704181e-01,9.253001816938195567e-01,5.025125628140704181e-01,8.989691158374318869e-01,5.025125628140704181e-01,8.616952444473899853e-01,5.025125628140704181e-01,8.161395846811121402e-01,5.025125628140704181e-01,7.647258496601362365e-01
6.030150753768844796e-01,6.571612031816630450e-01,6.030150753768844796e-01,7.555781710456710432e-01,6.030150753768844796e-01,8.285369222218754715e-01,6.030150753768844796e-01,8.773426930426624359e-01,6.030150753768844796e-01,9.040363268043022371e-01,6.030150753768844796e-01,9.111384659362894434e-01,6.030150753768844796e-01,9.014314638303674299e-01,6.030150753768844796e-01,8.777810757313054824e-01,6.030150753768844796e-01,8.429971073431428152e-01,6.030150753768844796e-01,7.997302064353598583e-01,6.030150753768844796e-01,7.504007357545360302e-01
7.035175879396985410e-01,6.084439208274609046e-01,7.035175879396985410e-01,7.102846346658524546e-01,7.035175879396985410e-01,7.868101831988494332e-01,7.035175879396985410e-01,8.392235440631270471e-01,7.035175879396985410e-01,8.694821956235075922e-01,7.035175879396985410e-01,8.800410749147344891e-01,7.035175879396985410e-01,8.736328435221177857e-01,7.035175879396985410e-01,8.530876992242302226e-01,7.035175879396985410e-01,8.211920535381077579e-01,7.035175879396985410e-01,7.805833681211500341e-01,7.035175879396985410e-01,7.336771662480138234e-01
8.040201005025126024e-01,5.535860667909081601e-01,8.040201005025126024e-01,6.592002246034079915e-01,8.040201005025126024e-01,7.396824873093138519e-01,8.040201005025126024e-01,7.961170066095462072e-01,8.040201005025126024e-01,8.303640195948511771e-01,8.040201005025126024e-01,8.448014606965386086e-01,8.040201005025126024e-01,8.421033921000965483e-01,8.040201005025126024e-01,8.250576976510040073e-01,8.040201005025126024e-01,7.964225251587249144e-01,8.040201005025126024e-01,7.588188958584602961e-01,8.040201005025126024e-01,7.146555886932355328e-01
9.045226130653266639e-01,4.931412805669863619e-01,9.045226130653266639e-01,6.028071289273898570e-01,9.045226130653266639e-01,6.875717084229086007e-01,9.045226130653266639e-01,7.483835074839790824e-01,9.045226130653266639e-01,7.869912742430301700e-01,9.045226130653266639e-01,8.056842044334509012e-01,9.045226130653266639e-01,8.070683745222461125e-01,9.045226130653266639e-01,7.938821016100667816e-01,9.045226130653266639e-01,7.688499036493240402e-01,9.045226130653266639e-01,7.345726233171193664e-01,9.045226130653266639e-01,6.934499288153006535e-01
