0.500000,0.500000
0.500000,0.651690
0.651690,0.651690
0.651690,0.548215
0.548215,0.548215
0.548215,0.616252
0.616252,0.616252
0.616252,0.570395
0.570395,0.570395
0.570395,0.600800
0.600800,0.600800
0.600800,0.580417
0.580417,0.580417
0.580417,0.593981
0.593981,0.593981
0.593981,0.584911
0.584911,0.584911
0.584911,0.590957
0.590957,0.590957
0.590957,0.586918
0.586918,0.586918
0.586918,0.589612
0.589612,0.589612
0.589612,0.587813
0.587813,0.587813
0.587813,0.589013
0.589013,0.589013
0.589013,0.588212
0.588212,0.588212
0.588212,0.588747
0.588747,0.588747
0.588747,0.588390
0.588390,0.588390
0.588390,0.588628
0.588628,0.588628
0.588628,0.588469
0.588469,0.588469
0.588469,0.588575
0.588575,0.588575
0.588575,0.588504
0.588504,0.588504
0.588504,0.588552
0.588552,0.588552
0.588552,0.588520
0.588520,0.588520
0.588520,0.588541
0.588541,0.588541
0.588541,0.588527
0.588527,0.588527
0.588527,0.588536
0.588536,0.588536
0.588536,0.588530
0.588530,0.588530
0.588530,0.588534
0.588534,0.588534
0.588534,0.588532
0.588532,0.588532
0.588532,0.588533
0.588533,0.588533
0.588533,0.588532
0.588532,0.588532
