1.500000,1.500000
1.500000,1.291667
1.291667,1.291667
1.291667,0.497275
0.497275,0.497275
0.497275,-1.127489
-1.127489,-1.127489
-1.127489,-0.963612
-0.963612,-0.963612
-0.963612,-1.012555
-1.012555,-1.012555
-1.012555,-0.995868
-0.995868,-0.995868
-0.995868,-1.001383
-1.001383,-1.001383
-1.001383,-0.999540
-0.999540,-0.999540
-0.999540,-1.000154
-1.000154,-1.000154
-1.000154,-0.999949
-0.999949,-0.999949
-0.999949,-1.000017
-1.000017,-1.000017
-1.000017,-0.999994
-0.999994,-0.999994
-0.999994,-1.000002
-1.000002,-1.000002
-1.000002,-0.999999
-0.999999,-0.999999
-0.999999,-1.000000
-1.000000,-1.000000
-1.000000,-1.000000
-1.000000,-1.000000
