0,0,0,0,0,0,0
0.2,0.588,0.393,0.263,0.176,0.118,0.079
0.4,0.951,0.637,0.426,0.285,0.191,0.128
0.6,0.951,0.637,0.426,0.285,0.191,0.128
0.8,0.588,0.393,0.263,0.176,0.118,0.079
1,1.22E-16,0,0,0,0,0
