0.0000,0.0000
0.0200,0.0200
0.0400,0.0400
0.0600,0.0600
0.0800,0.0800
0.1000,0.1000
0.1200,0.1199
0.1400,0.1399
0.1601,0.1598
0.1801,0.1797
0.2001,0.1996
0.2201,0.2195
0.2401,0.2393
0.2601,0.2591
0.2801,0.2789
0.3001,0.2986
0.3201,0.3183
0.3401,0.3379
0.3601,0.3575
0.3801,0.3771
0.4001,0.3966
0.4201,0.4160
0.4401,0.4354
0.4601,0.4548
0.4802,0.4740
0.5002,0.4933
0.5202,0.5124
0.5402,0.5315
0.5602,0.5505
0.5802,0.5694
0.6002,0.5883
0.6202,0.6071
0.6402,0.6258
0.6602,0.6444
0.6802,0.6630
0.7002,0.6814
0.7202,0.6998
0.7402,0.7181
0.7602,0.7362
0.7802,0.7543
0.8003,0.7723
0.8203,0.7902
0.8403,0.8080
0.8603,0.8257
0.8803,0.8432
0.9003,0.8607
0.9203,0.8781
0.9403,0.8953
0.9603,0.9124
0.9803,0.9295
1.0003,0.9463
1.0203,0.9631
1.0403,0.9798
1.0603,0.9963
1.0803,1.0127
1.1003,1.0290
1.1204,1.0451
1.1404,1.0611
1.1604,1.0770
1.1804,1.0927
1.2004,1.1083
1.2204,1.1238
1.2404,1.1391
1.2604,1.1543
1.2804,1.1694
1.3004,1.1843
1.3204,1.1990
1.3404,1.2136
1.3604,1.2281
1.3804,1.2424
1.4004,1.2565
1.4204,1.2705
1.4405,1.2844
1.4605,1.2981
1.4805,1.3116
1.5005,1.3250
1.5205,1.3382
1.5405,1.3513
1.5605,1.3642
1.5805,1.3769
1.6005,1.3895
1.6205,1.4019
1.6405,1.4142
1.6605,1.4262
1.6805,1.4382
1.7005,1.4499
1.7205,1.4615
1.7405,1.4729
1.7606,1.4841
1.7806,1.4952
1.8006,1.5061
1.8206,1.5169
1.8406,1.5274
1.8606,1.5378
1.8806,1.5480
1.9006,1.5581
1.9206,1.5679
1.9406,1.5776
1.9606,1.5872
1.9806,1.5965
2.0006,1.6057
2.0206,1.6147
2.0406,1.6235
2.0606,1.6322
2.0807,1.6407
2.1007,1.6490
2.1207,1.6571
2.1407,1.6651
2.1607,1.6728
2.1807,1.6805
2.2007,1.6879
2.2207,1.6951
2.2407,1.7022
2.2607,1.7091
2.2807,1.7159
2.3007,1.7224
2.3207,1.7288
2.3407,1.7351
2.3607,1.7411
2.3807,1.7470
2.4008,1.7527
2.4208,1.7582
2.4408,1.7636
2.4608,1.7688
2.4808,1.7738
2.5008,1.7787
2.5208,1.7834
2.5408,1.7879
2.5608,1.7923
2.5808,1.7965
2.6008,1.8006
2.6208,1.8044
2.6408,1.8082
2.6608,1.8117
2.6808,1.8151
2.7008,1.8183
2.7209,1.8214
2.7409,1.8244
2.7609,1.8271
2.7809,1.8297
2.8009,1.8322
2.8209,1.8345
2.8409,1.8367
2.8609,1.8387
2.8809,1.8405
2.9009,1.8423
2.9209,1.8438
2.9409,1.8453
2.9609,1.8465
2.9809,1.8477
3.0009,1.8487
3.0209,1.8496
3.0410,1.8503
3.0610,1.8509
3.0810,1.8513
3.1010,1.8517
3.1210,1.8519
3.1410,1.8519
3.1610,1.8519
3.1810,1.8517
3.2010,1.8514
3.2210,1.8510
3.2410,1.8504
3.2610,1.8497
3.2810,1.8489
3.3010,1.8480
3.3210,1.8470
3.3410,1.8459
3.3611,1.8446
3.3811,1.8433
