3.250000,-0.483571,-0.407926,-0.317406,-0.207146,-0.069899,0.105625,0.338033,0.660326,1.137150,1.914689
3.300000,-0.497436,-0.417623,-0.322894,-0.208636,-0.068115,0.108900,0.338745,0.649222,1.091782,1.773489
3.350000,-0.512942,-0.428441,-0.329035,-0.210400,-0.066360,0.112225,0.339476,0.638422,1.049348,1.649673
3.400000,-0.528048,-0.438833,-0.334787,-0.211877,-0.064462,0.115600,0.340503,0.629381,1.014055,1.551649
3.450000,-0.540282,-0.446988,-0.338974,-0.212458,-0.062241,0.119025,0.342077,0.623246,0.988648,1.482804
3.500000,-0.547155,-0.451123,-0.340469,-0.211579,-0.059540,0.122500,0.344392,0.620832,0.974753,1.444039
3.550000,-0.546769,-0.449899,-0.338442,-0.208833,-0.056246,0.126025,0.347575,0.622633,0.973247,1.435507
3.600000,-0.538437,-0.442835,-0.332595,-0.204076,-0.052320,0.129600,0.351670,0.628832,0.984489,1.457486
3.650000,-0.522967,-0.430491,-0.323269,-0.197469,-0.047805,0.133225,0.356636,0.639284,1.008328,1.510529
3.700000,-0.502454,-0.414344,-0.311381,-0.189462,-0.042824,0.136900,0.362332,0.653450,1.043858,1.594795
3.750000,-0.479683,-0.396402,-0.298208,-0.180701,-0.037561,0.140625,0.368525,0.670315,1.088884,1.708276
3.800000,-0.457471,-0.378753,-0.285125,-0.171907,-0.032232,0.144400,0.374894,0.688317,1.139246,1.843594
3.850000,-0.438200,-0.363219,-0.273375,-0.163763,-0.027052,0.148225,0.381067,0.705405,1.188355,1.983923
3.900000,-0.423619,-0.351182,-0.263938,-0.156832,-0.022208,0.152100,0.386674,0.719301,1.227705,2.101257
3.950000,-0.414836,-0.343540,-0.257470,-0.151503,-0.017835,0.156025,0.391415,0.728022,1.249009,2.163010
4.000000,-0.412366,-0.340718,-0.254284,-0.147964,-0.014000,0.160000,0.395136,0.730494,1.247509,2.148601
4.050000,-0.416144,-0.342654,-0.254332,-0.146184,-0.010689,0.164025,0.397868,0.726973,1.224435,2.063849
4.100000,-0.425440,-0.348748,-0.257166,-0.145891,-0.007808,0.168100,0.399839,0.719005,1.186574,1.937402
4.150000,-0.438699,-0.357755,-0.261891,-0.146565,-0.005179,0.172225,0.401418,0.708955,1.143286,1.803188
4.200000,-0.453402,-0.367729,-0.267164,-0.147455,-0.002561,0.176400,0.403044,0.699358,1.103299,1.686519
4.250000,-0.466175,-0.376145,-0.271303,-0.147666,0.000317,0.180625,0.405146,0.692415,1.073010,1.601228
4.300000,-0.473367,-0.380346,-0.272597,-0.146320,0.003712,0.184900,0.408072,0.689732,1.056341,1.553154
4.350000,-0.472135,-0.378300,-0.269764,-0.142776,0.007804,0.189225,0.412043,0.692252,1.055303,1.544304
4.400000,-0.461588,-0.369374,-0.262407,-0.136839,0.012646,0.193600,0.417128,0.700258,1.070496,1.575350
4.450000,-0.443248,-0.354645,-0.251198,-0.128837,0.018149,0.198025,0.423220,0.713329,1.101149,1.646040
4.500000,-0.420485,-0.336533,-0.237672,-0.119543,0.024093,0.202500,0.430040,0.730253,1.144570,1.753307
4.550000,-0.397324,-0.318000,-0.223761,-0.109965,0.030180,0.207025,0.437157,0.748934,1.195173,1.886773
4.600000,-0.377356,-0.301768,-0.211307,-0.101103,0.036097,0.211600,0.444046,0.766514,1.243860,2.022927
4.650000,-0.363179,-0.289870,-0.201734,-0.093765,0.041580,0.216225,0.450193,0.779895,1.279202,2.124304
4.700000,-0.356268,-0.283489,-0.195895,-0.088449,0.046459,0.220900,0.455235,0.786702,1.291484,2.153628
4.750000,-0.357015,-0.282938,-0.194015,-0.085289,0.050687,0.225625,0.459069,0.786265,1.277879,2.099426
4.800000,-0.364673,-0.287610,-0.195652,-0.084019,0.054358,0.230400,0.461906,0.779991,1.244391,1.986218
4.850000,-0.377185,-0.295873,-0.199641,-0.083969,0.057696,0.235225,0.464210,0.770813,1.202554,1.855688
4.900000,-0.391049,-0.305034,-0.204132,-0.084111,0.061030,0.240100,0.466570,0.762133,1.164096,1.742529
4.950000,-0.401655,-0.311656,-0.206845,-0.083236,0.064727,0.245025,0.469560,0.756890,1.137638,1.666207
